null,8,216.115.69.144,32,0,Flowroute Carrier
null,8,70.167.153.130,32,0,Flowroute Carrier
null,8,64.136.174.30,32,0,VI Carrier
null,8,64.136.173.22,32,0,VI Carrier
null,8,209.166.128.200,32,0,VI Carrier
null,8,192.240.151.100,32,0,VI Carrier
null,8,64.136.173.31,32,0,VI Carrier
null,8,64.136.174.30,32,0,VI Carrier
null,8,64.136.174.20,32,0,VI Carrier
null,8,209.166.154.70,32,0,VI Carrier
null,8,64.136.174.65,32,0,VI Carrier
null,8,64.136.173.23,32,0,VI Carrier
null,8,209.166.128.201,32,0,VI Carrier
null,8,192.240.151.101,32,0,VI Carrier
null,8,64.136.173.65,32,0,VI Carrier
null,8,64.136.174.65,32,0,VI Carrier
null,8,64.136.174.21,32,0,VI Carrier
null,8,209.166.154.71,32,0,VI Carrier
null,8,72.15.219.140,32,0,Thinq Carrier
null,8,216.147.191.157,32,0,Voxtelesys Carrier
null,8,64.34.181.47,32,0,Les.net Carrier
