60;FLT_CARRIER;209.166.128.201;32;0;name:VoIP Innovations Inbound Carrier,gwgroup:5
61;FLT_CARRIER;192.240.151.101;32;0;name:VoIP Innovations Inbound Carrier,gwgroup:5
62;FLT_CARRIER;64.136.173.65;32;0;name:VoIP Innovations Inbound Carrier,gwgroup:5
63;FLT_CARRIER;64.136.174.65;32;0;name:VoIP Innovations Inbound Carrier,gwgroup:5
64;FLT_CARRIER;64.136.174.21;32;0;name:VoIP Innovations Inbound Carrier,gwgroup:5
65;FLT_CARRIER;209.166.154.71;32;0;name:VoIP Innovations Inbound Carrier,gwgroup:5
66;FLT_CARRIER;64.136.174.30;32;0;name:VoIP Innovations Outbound Conversational Carrier,gwgroup:6
67;FLT_CARRIER;64.136.173.22;32;0;name:VoIP Innovations Outbound Conversational Carrier,gwgroup:6
68;FLT_CARRIER;209.166.128.200;32;0;name:VoIP Innovations Outbound Conversational Carrier,gwgroup:6
69;FLT_CARRIER;192.240.151.100;32;0;name:VoIP Innovations Outbound Conversational Carrier,gwgroup:6
70;FLT_CARRIER;72.15.219.140;32;0;name:Thinq Carrier,gwgroup:7
71;FLT_CARRIER;216.147.191.157;32;0;name:Voxtelesys Carrier,gwgroup:8
72;FLT_CARRIER;64.34.181.47;32;0;name:Les.net Carrier,gwgroup:9
73;FLT_CARRIER;206.80.250.100;32;0;name:ThinkTel,gwgroup:10
74;FLT_CARRIER;208.68.17.52;32;0;name:ThinkTel,gwgroup:10
75;FLT_CARRIER;209.197.130.80;32;0;name:ThinkTel,gwgroup:10
